indx,text
3502,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 29944452000.0, Total Non Current Assets is 12152560000.0, Current Liabilities is 22789845000.0, Total Non Current Liabilities Net Minority Interest is 5679947000.0, Stockholders Equity is 13536446000.0, Market Cap is 2764459008, Industry is Software - Infrastructure, Employees is nan, City is George Town, EBITDA Margins is 0.49150002, Profit Margins is 0.16686001, Gross Margins is 0.73166, Day High is 9.33,.
"
3503,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 29274824000.0, Total Non Current Assets is 2473840000.0, Current Liabilities is 13380381000.0, Total Non Current Liabilities Net Minority Interest is 3376258000.0, Stockholders Equity is 14853462000.0, Market Cap is 2764459008, Industry is Software - Infrastructure, Employees is nan, City is George Town, EBITDA Margins is 0.49150002, Profit Margins is 0.16686001, Gross Margins is 0.73166, Day High is 9.33,.
"
3504,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1018376000.0, Total Non Current Assets is 3237316000.0, Current Liabilities is 255847000.0, Total Non Current Liabilities Net Minority Interest is 1987855000.0, Stockholders Equity is 1999286000.0, Market Cap is 9228477440, Industry is Building Materials, Employees is 5300.0, City is Denver, EBITDA Margins is 0.22442, Profit Margins is 0.03925, Gross Margins is 0.29815, Day High is 54.07,.
"
3505,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 869610000.0, Total Non Current Assets is 3369515000.0, Current Liabilities is 309070000.0, Total Non Current Liabilities Net Minority Interest is 2106843000.0, Stockholders Equity is 1813567000.0, Market Cap is 9228477440, Industry is Building Materials, Employees is 5300.0, City is Denver, EBITDA Margins is 0.22442, Profit Margins is 0.03925, Gross Margins is 0.29815, Day High is 54.07,.
"
3506,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 893279000.0, Total Non Current Assets is 3414732000.0, Current Liabilities is 322689000.0, Total Non Current Liabilities Net Minority Interest is 2369054000.0, Stockholders Equity is 1597801000.0, Market Cap is 9228477440, Industry is Building Materials, Employees is 5300.0, City is Denver, EBITDA Margins is 0.22442, Profit Margins is 0.03925, Gross Margins is 0.29815, Day High is 54.07,.
"
3507,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 152870304.0, Total Non Current Assets is 34875.0, Current Liabilities is 12468877.0, Total Non Current Liabilities Net Minority Interest is 0.0, Stockholders Equity is 140436302.0, Market Cap is 9037173, Industry is Biotechnology, Employees is 20.0, City is Coral Gables, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 0.305,.
"
3508,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 223297518.0, Total Non Current Assets is 28293.0, Current Liabilities is 15060925.0, Total Non Current Liabilities Net Minority Interest is 0.0, Stockholders Equity is 208264886.0, Market Cap is 9037173, Industry is Biotechnology, Employees is 20.0, City is Coral Gables, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 0.305,.
"
3509,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 118073569.0, Total Non Current Assets is 112635.0, Current Liabilities is 12603458.0, Total Non Current Liabilities Net Minority Interest is 0.0, Stockholders Equity is 105582746.0, Market Cap is 9037173, Industry is Biotechnology, Employees is 20.0, City is Coral Gables, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 0.305,.
"
3510,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 168953000.0, Total Non Current Assets is 24723000.0, Current Liabilities is 18492000.0, Total Non Current Liabilities Net Minority Interest is 21177000.0, Stockholders Equity is 154007000.0, Market Cap is 272063744, Industry is Medical Devices, Employees is 279.0, City is Redwood City, EBITDA Margins is -0.69359, Profit Margins is -0.72012, Gross Margins is 0.74161005, Day High is 6.9,.
"
3511,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 208002000.0, Total Non Current Assets is 27171000.0, Current Liabilities is 17550000.0, Total Non Current Liabilities Net Minority Interest is 24384000.0, Stockholders Equity is 193239000.0, Market Cap is 272063744, Industry is Medical Devices, Employees is 279.0, City is Redwood City, EBITDA Margins is -0.69359, Profit Margins is -0.72012, Gross Margins is 0.74161005, Day High is 6.9,.
"
3512,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 249989000.0, Total Non Current Assets is 13719000.0, Current Liabilities is 12526000.0, Total Non Current Liabilities Net Minority Interest is 25048000.0, Stockholders Equity is 226134000.0, Market Cap is 272063744, Industry is Medical Devices, Employees is 279.0, City is Redwood City, EBITDA Margins is -0.69359, Profit Margins is -0.72012, Gross Margins is 0.74161005, Day High is 6.9,.
"
3513,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 304645000.0, Total Non Current Assets is 100396000.0, Current Liabilities is 65349000.0, Total Non Current Liabilities Net Minority Interest is 42286000.0, Stockholders Equity is 297406000.0, Market Cap is 245245808, Industry is Medical Devices, Employees is 834.0, City is Goleta, EBITDA Margins is -0.08801, Profit Margins is -0.15892, Gross Margins is 0.44224, Day High is 10.32,.
"
3514,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 329186000.0, Total Non Current Assets is 160327000.0, Current Liabilities is 61512000.0, Total Non Current Liabilities Net Minority Interest is 57774000.0, Stockholders Equity is 370227000.0, Market Cap is 245245808, Industry is Medical Devices, Employees is 834.0, City is Goleta, EBITDA Margins is -0.08801, Profit Margins is -0.15892, Gross Margins is 0.44224, Day High is 10.32,.
"
3515,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 305697000.0, Total Non Current Assets is 156155000.0, Current Liabilities is 56710000.0, Total Non Current Liabilities Net Minority Interest is 55519000.0, Stockholders Equity is 349623000.0, Market Cap is 245245808, Industry is Medical Devices, Employees is 834.0, City is Goleta, EBITDA Margins is -0.08801, Profit Margins is -0.15892, Gross Margins is 0.44224, Day High is 10.32,.
"
3516,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 76274000.0, Total Non Current Assets is 16149000.0, Current Liabilities is 43226000.0, Total Non Current Liabilities Net Minority Interest is 10590000.0, Stockholders Equity is 38607000.0, Market Cap is 9762939, Industry is Aerospace & Defense, Employees is nan, City is San Jose, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is 0.84857005, Day High is 3.7413,.
"
3517,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 169664000.0, Total Non Current Assets is 16161000.0, Current Liabilities is 38867000.0, Total Non Current Liabilities Net Minority Interest is 15070000.0, Stockholders Equity is 131888000.0, Market Cap is 9762939, Industry is Aerospace & Defense, Employees is nan, City is San Jose, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is 0.84857005, Day High is 3.7413,.
"
3518,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 27613000.0, Total Non Current Assets is 8707000.0, Current Liabilities is 7314000.0, Total Non Current Liabilities Net Minority Interest is 318477000.0, Stockholders Equity is -289471000.0, Market Cap is 9762939, Industry is Aerospace & Defense, Employees is nan, City is San Jose, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is 0.84857005, Day High is 3.7413,.
"
3519,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 12071645.0, Total Non Current Assets is 121153459.0, Current Liabilities is 1154872.0, Total Non Current Liabilities Net Minority Interest is 1883661.0, Stockholders Equity is 130186571.0, Market Cap is 123256664, Industry is Other Industrial Metals & Mining, Employees is 10.0, City is Toronto, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 3.4499,.
"
